1,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,0,1
1825,00,00,00,00,00,00,0,00,00,00,00,00,00,00,00,00,0,0,0,1
1775,00,00,00,00,00,00,0,00,00,00,00,00,00,00,00,0,0,0,0,1
2001,00,00,00,00,00,00,0,00,00,00,00,00,00,00,00,0,0,0,0,1
5119,00,00,00,00,00,00,0,00,00,00,00,00,00,00,00,0,0,0,0,1
938,00,00,00,00,00,00,0,00,00,00,00,00,00,00,00,0,0,0,0,1
5082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
4809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
5013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
4959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
5268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
5189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
5082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
5098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
4646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
5013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
4809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
4959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
5189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
5268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
4959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
5082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
